"id","address_line1","address_line2","city","state_code","district_code","website","area","constructed_area","year_of_establishment","year_of_recognition","nodalofficer_id","location","awards_degree_through_university","university_id","girl_exclusive","staff_quarter_available","staff_quarter_id","student_hostel_available","no_of_student_hostel","management_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","is_accredited","is_foreign_students_enrolled","offers_scholarship","offers_loan","offers_distance_programme","pin_code","has_fellowships","fellowships_id","ministry_id","has_other_minority_data"
"9297","At Post Chincholi Tal Sangola Dist Solapur Maharashatra","At Post Chincholi Tal Sangola Dist Solapur Maharashatra","Sangola","27","526","Gramvikaseducation.com","5","1600","2007","2008","167624","R","false","","false","false","","true","1","6","GRAMVIKAS SHIKSHAN PRASARAK MANDAL CHINCHOLI SOLAPUR","2015","163177","163164","163160","","","","88599","","false","false","true","false","false","413307","false","","","true"
"9442","Plot No.13, N-12, Cidco, Aurangabad","","Aurangabad","27","515","","","","2009","2009","167634","U","false","","false","false","","false","0","6","KHAJA BANDE NAWAZ EDUCATIONAL AND WALFARE SOCIETY ABDUR AZEEM JR. COLLEGE OF EDUCATION AURANGABAD AURANGABAD","2015","163187","163174","163170","It is minority institute maharashtra gov. awarded us minority status certificate","","","","","false","false","false","false","false","431003","false","","","false"
"10003","SHRI KISANRAO KHOBRAGADE D.T.Ed. COLLEGE ARMORI","AT. PO. ARMORI","ARMORI","27","508","www.http","2.75","16000","1992","2008","166856","R","false","","false","false","","false","0","6","SHRI KISANRAO KHOBRAGADE EDUCATION SOCIETY ARMORI GADCHIROLI","2015","162409","162396","162392","","20.2642099999999985","80.062020000000004","","","false","false","false","false","false","441208","false","","","false"
"14018","FHW/ANM TRAINING SCHOOL D.T.C.,PADRA","C.H.C CAMPUS NEAR BUS DEPO ,PADRA","VADODARA","24","486","","1","464.514999999999986","2011","2011","167671","U","false","","false","false","","false","0","2","ANM SCHOOL, DIVISIONAL TRAINING CENTRE, PADRA","2015","163224","163211","163207","","22.2394369999999988","73.0847980000000064","","","false","false","false","false","false","391440","false","","","false"
"9106","DR. Y.S. KHEDKAR MARG, CIDCO,N-6","AURANGABAD","AURANGABAD","27","515","www.bspm.org","2.5","1700","2008","2008","167702","U","false","","false","false","","true","1","6","BHAGWAN SHIKSHAN PRASARAK MANDL CIDCO AURANAGABAD","2015","163255","163242","163238","","","","88643","","false","false","true","false","false","431003","false","","","false"
"13975","B/H MARKETING YARD,","NR. LALPARI LAKE, AMARGADH-BHICHARI","RAJKOT","24","476","www.hnsshuklanursing.com","45","7927","2011","2011","167711","R","false","","false","true","44343","true","4","6","Shree H. N. Sukla Nursing School, Rajkot","2015","163264","163251","163247","","22.1814099999999996","70.4871100000000013","88646","","false","false","true","false","false","360002","false","","","false"
"1286","Government Polytechnic","Kalgi","Chittapur Tq","29","579","","5","0","2009","2009","167732","R","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNICKALAGI GULBURGA DIST.","2015","163285","163272","163268","","17.350010000000001","77.1499100000000055","88661","12658","false","false","true","true","false","585312","true","4428","","false"
"14967","Manin Road Nilanga","Nilanga","Nilanga","27","524","www.mavnilanga.com","4","17434","2010","2015","167733","R","false","","false","true","44350","false","0","6","Maharashtra Adyapak Vidyalaya, Nilanga","2015","163286","163273","163269","","18.1158290000000015","76.7528510000000068","88662","","false","false","true","false","false","413521","false","","","false"
"1240","GIRIGUDDA","BANTWALA","BANTWALA","29","575","www.gptbantwal.org","6.09999999999999964","1067","2007","2008","167735","U","false","","false","false","","true","1","2","GOVERNMENT POLYTECHNIC BHANTVALA DAKSHINA KANNADA","2015","163288","163275","163271","","12.0000900000000001","75.0000399999999985","88663","12659","false","false","true","true","false","574211","false","","","true"
"10242","HIMAYAT BAUG, UDDHAVRAO PATIL CHOWK","HARSOOL ROAD, AURANGABAD","AURANGABAD","27","515","www.yuvakvikasded.org","1.19999999999999996","1700","1990","1990","167739","U","false","","false","false","","false","0","6","YUVAK VIKAS HIMAYAT BAG AURANGABAD","2015","163292","163279","163275","","","","88666","","false","false","true","false","false","431003","false","","","false"
"9788","Great nag road, Siraspeth, nagpur","","Nagpur","27","505","","0.952899999999999969","3065.19000000000005","2001","2001","167740","U","false","","false","true","44351","false","0","3","RAVI BAHUUDESHIYA SAIKSHANIK SANSTHA SIRASPETH NAGPUR","2015","163293","163280","163276","","","","88667","","false","false","true","false","false","440009","false","","","false"
"14027","Veraval highway near bypass Gohil ni khan","Veraval highway near bypass Gohil ni khan 362720","Kodinar","24","670","","6","4318.72000000000025","2011","2011","167765","R","false","","true","true","44354","true","1","5","Somnath ANM School, Kodinar","2015","163318","163305","163301","","20.8207929999999983","70.6840059999999966","88681","12663","false","false","true","true","false","362720","false","","","false"
"10841","S. NO. 80 PUNE MUMBAI BYPASS HIGHWAY","TATHAWADE, PUNE-33","PUNE","27","521","www.jspm.edu.in","0.5","5895","2003","2003","167789","U","false","","false","false","","true","2","6","J S P M`S JAYWANT INSTITUTE OF MANAGEMENT STUDIES PUNE","2015","163342","163329","163325","","6.9500099999999998","68.9100099999999998","88693","12665","false","false","true","true","false","411033","false","","","false"
"1356","424, Nauraspur Hudco Road","Jalnagar","Bijapur","29","557","www.secabmspt.ac.in","5","7793","1983","1983","167859","U","false","","false","false","","true","2","6","MALLIK SANDAL POLYTECHNIC BIJAPUR","2015","163412","163399","163395","","16.0000099999999996","75.0000100000000032","88727","12671","false","false","true","true","false","586109","false","","","false"
"13444","Ponnala(V), Siddipet(M), Medak(Dist), Andhrapradesh, 502277","Ponnala(V), Siddipet(M), Medak(Dist), Andhrapradesh, 502277","Siddipet","36","535","www.kingstonsociety.org","5","3099","2005","2011","167880","R","false","","false","false","","false","0","6","Kingston Institute of Ele.Teacher Education, Siddipet, Medak","2015","163433","163420","163416","","","","","","false","false","false","false","false","502277","false","","","false"
"9541","A/P- LONI HAVELI","A/P-LONI HAVELI TAL-PARNER","PARNER","27","522","www.lgvmeducation.org","4.09999999999999964","1250","2007","2007","167882","R","false","","false","false","","false","0","6","LONESHWAR GRAMIN VIKAS MANDAL JUNIOR COLLEGE OF EDUCATION LONI HAVELI AHMEDNAGAR","2015","163435","163422","163418","","","","","","false","false","false","false","false","414302","false","","","false"
"9861","KANHOLIBARA","POST- KAHNOLIBARA TAH- HINGNA","NAGPUR","27","505","","","","2001","","167883","R","false","","false","false","","false","0","3","SARASWATI MAHILA BAHUDDESHIYA SHIKSHAN SANSTHA HINGNA NAGPUR","2015","163436","163423","163419","","","","","","false","false","false","false","false","441110","false","","","false"
"1831","CHM CAMPUS, SMT. CHANDIBAI HIMATHMAL MANSUKHANI ROAD,","OPPOSITE ULHASNAGAR RAILWAY STATION,","ULHASNAGAR","27","517","www.itunr.edu.in","1.5","5295.39999999999964","1985","1994","167907","U","false","","false","false","","false","0","6","HYDERABAD (SINDH) NATIONAL COLLEGIATE BOARD SMT S.H MANSUKHANI INSTITUTE OF TECHNOLOGY ULHASNAGAR MUMBAI","2015","163460","163447","163443","","19.2000010000000003","73.100001000000006","88752","","false","false","true","false","false","421003","false","","","true"
"1777","989/A,Satara-Pune N-H/4,Highway A/P.Limb Tal.&Dist.-Satara.","Grahak Sangh Market Yard Satara.","Satara.limb","27","527","www.gourpoly.org.in","5","12.2279999999999998","2007","2007","167918","R","false","","false","false","","false","0","6","GOURISHANKAR EDUCATION & CHARITABLE TRUST GOURISHANKAR POLYTECHNICLIMB SATARA.","2015","163471","163458","163454","","17.0007799999999989","73.0009799999999984","88758","12673","false","false","true","true","false","415015","false","","","false"
"189","S.NO.50, MARUNJE,","RAJIV GANDHI INFOECH PARK, PUNE 411 057, INDIA","PUNE","27","521","www.alardinstitutes.com","1","3000","2007","2007","167924","R","true","0323","false","false","","true","2","6","ALARD SCHOOL OF BUSINESS MANAGEMENT","2015","163477","163464","163460","","18.6124749999999999","73.7154220000000038","","","false","false","false","false","false","411057","false","","","false"
"8907","15/1-A, 13th A Main Road, Sector A","Yelahanka New Town","Bangalore","29","572","www.agragami.in","6","","1993","1995","167944","U","false","","false","false","","true","2","6","VSM AEROSPACE BANGALORE","2015","163497","163484","163480","","12.5800009999999993","77.3800009999999929","","","false","true","false","false","false","560106","false","","3","false"
"3027","SRI SARADHA NAGAR,","NH 45, SIRUVACHOOR,","PERAMBALUR","33","615","www.sriramakrishnapoly.com","5.25","8110","2008","2008","167979","R","false","","false","false","","true","2","6","SRI RAMAKRISHNA POLYTECHNIC COLLEGE -SIRUVACHIUR","2015","163532","163519","163515","","11.1000004000000008","78.5000059999999991","88791","","false","false","true","false","false","621113","false","","","false"
"12107","VILLAGE BICHHARAS","DIET ROAD","TONK","08","120","www.saintjosephtonk.com","5","6173","2010","2010","167982","U","false","","false","false","","false","0","6","SAINT JOSEPH COLLEGE FOR TECHNICAL EDUCATION, TONK","2015","163535","163522","163518","","26.1512409999999988","75.7477729999999951","88793","","false","false","true","false","false","304001","false","","","false"
"1452","BEHIND ST JOHNS CHRUCH","NEAR SCHOOL OF MINES","COROMANDEL KGF","29","581","www.shreevinayakagroups.org","5.5","2962.23999999999978","2009","2009","167994","R","false","","false","false","","true","1","3","SRI VINAYAKA POLYTECHNICKORAMANDAL","2015","163547","163534","163530","","","","88800","","false","false","true","false","false","563118","false","","","true"
"9776","DEULGAONRAJA","DEULGAONRAJA","DEULGAONRAJA","27","500","www.rskmandaljalna.org","2","1600","2006","2006","168009","R","false","","false","false","","false","0","6","RAMCHANDRA SANSKRITIK KRIDA MANDALS C. P. COLLEGE OF D. ED. DEVALGAONRAJA DEVALGAONRAJA BULDHANA","2015","163562","163549","163545","","20.0167001000000013","76.0333001000000053","","","false","false","false","false","false","443204","false","","","false"
"9100","AT. POST. SHIVANI(BK) TQ. AUSA DIST LATUR","AUSA","AUSA","27","524","www.bspmshivani.org","2","18000","2008","2008","168012","R","false","","false","false","","false","0","2","BALI RAJA SHIKSHAN PRASARAK MANDAL SHIVAJI ADHYAPAK VIDYALAYA SHIVNI (BK) LATUR","2015","163565","163552","163548","OK","18.2545600000000015","76.56541","","","false","false","false","false","false","413512","false","","","false"
"12195","Gram Malaythi Satpuli Pauri Garhwal","","Satpuli Pauri Garhwal","05","061","gpsatpuli.co.in","11.9100000000000001","200","2006","2006","168018","R","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC, SATPULI","2015","163571","163558","163554","","","","88807","","false","false","true","false","false","246172","false","","","false"
"9059","At.Post Budhoda, Almala Road, Tq. Asa, Dist. Latur","","Ausa","27","524","ametcollege.com","5","20000","2008","2008","168024","R","false","","false","false","","false","0","2","ANAND MEDICAL AND EDUCATIONAL TRUST JUNIOR COLLEGE TALUKA-AUSA LATUR","2015","163577","163564","163560","OK","18.2854209999999995","76.5123399999999947","","","false","false","false","false","false","413512","false","","","false"
"9080","AT POST SONGIR, TAL.DIST.DHULE","","DHULE","27","498","www.asmitaeducation.org","4","1750","2008","2008","168027","R","false","","false","false","","false","0","6","ASMITA SHAIKSHANIK SANSKRUTIK & SAMAJIK SANSTHA TALAND DHULE","2015","163580","163567","163563","","21.0833000999999989","74.7833001000000053","88811","","false","false","true","false","false","424309","false","","","false"
"9470","At.Post. Lotwada Tal - Daryapur","","Daryapur","27","503","www.swdevakabaikale.org","1.5","3024","2008","2008","168055","R","false","","false","false","","false","0","6","LAHANUJI MAHARAJ BAHUUDDESHIYA SHIKSHAN PRASARAK MANDAL DARYAPUR AMRAVATI","2015","163608","163595","163591","","","","88817","","false","false","true","false","false","444706","false","","","false"
